article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0623891038,623891,ANTHEA PJ,297,Pyjama set,Nightwear,1010012,Mixed solid/pattern,21,Light Yellow,3,Light,8,Yellow,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Pyjamas in soft cotton jersey. Long-sleeved top. Bottoms with an elasticated waist.
0624048002,624048,Giraffe Scarf,80,Scarf,Accessories,1010004,Check,51,Light Pink,7,Medium,4,Pink,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Large scarf in soft, checked fabric with fringes along the short sides."
0624066006,624066,BADGIS,252,Sweater,Garment Upper body,1010013,Other pattern,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,8718,Young Girl Knitwear,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1003,Knitwear,"Long-sleeved jumper in soft, fine-knit cotton with sequins on the front and narrow ribbing around the neckline, cuffs and hem."
0624216002,624216,Cool James hoop pk,70,Earring,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal earrings. Two thicker pairs and two thinner pairs. Diameter approx. 2 cm.
0624251002,624251,ED Space jegging,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Treggings in stretch denim with an elasticated waist, fake front pockets, real back pockets and skinny legs."
0624299001,624299,SB Mason Hood,308,Hoodie,Garment Upper body,1010005,Colour blocking,90,Other Green,5,Bright,19,Green,6281,Bottoms Girls,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,"Long-sleeved sports jacket in sturdy jersey made from a cotton blend with a mesh-lined hood, zip down the front and front pockets. Print motif on the back and sleeves."
0624311002,624311,DENVER ls hood sweater,252,Sweater,Garment Upper body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Running top in fast-drying functional fabric with a hood, high collar at the front and long sleeves with thumbholes at the cuffs. Thermal fleece inside."
0624383004,624383,BOB set,270,Garment Set,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Jacket and trousers in soft fabric. Jacket with a zip down the front, chin guard and lined hood with ears on the top. Trousers in fleece with an elasticated waist and ribbed hems."
0624486051,624486,Brit Baby Tee,255,T-shirt,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short, fitted top in ribbed cotton jersey with short sleeves."
0624539003,624539,2P LS body w collar girly,256,Bodysuit,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Bodysuits in organic cotton jersey with a collar and long sleeves with picot trims. Press-studs at the back and crotch.
0624540005,624540,Jersey pants w braces,272,Trousers,Garment Lower body,1010016,Solid,7,Grey,1,Dusty Light,12,Grey,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Trousers in soft, organic cotton jersey with an elasticated waist and adjustable braces with a concealed fastening at the front."
0624543060,624543,RONJA 5-p fancy brief,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,51,Light Pink,3,Light,4,Pink,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey briefs in various designs with an elasticated waist and lined gusset.
0624546005,624546,Basic Reeze,87,Boots,Shoes,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,6561,Baby Shoes,G,Baby Sizes 50-98,4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Ankle boots with a concealed hook and loop fastening at the back, faux fur linings and insoles and EVA (ethylene-vinyl acetate) soles."
0624556004,624556,Sam,265,Dress,Garment Full body,1010017,Stripe,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,
0624590001,624590,SHORTS PIPER,274,Shorts,Garment Lower body,1010016,Solid,72,Blue,2,Medium Dusty,2,Blue,7917,Kids Girl Denim,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1016,Trousers Denim,"Shorts in washed stretch denim with worn details and sequins. Adjustable elasticated waist, zip fly and button, fake front pockets, real back pockets and raw-edge, frayed hems."
0624638001,624638,Nori Scarf,80,Scarf,Accessories,1010004,Check,12,Light Beige,1,Dusty Light,11,Beige,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in a soft weave with fringes on the short sides. Size 40x170 cm.
0624645001,624645,DIV Kelly shirt,254,Top,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,Longer shirt in a cotton weave with a collar and buttons down the front and at the cuffs. Yoke with a pleat at the back and a rounded hem.
0624660001,624660,Fancy Reeze,87,Boots,Shoes,1010001,All over pattern,10,White,3,Light,9,White,6561,Baby Shoes,G,Baby Sizes 50-98,4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Boots with a turn-down shaft and hook and loop fastening at the back. Soft faux fur linings and rubber soles (soft soles in sizes 0-1).
0624661002,624661,Ting,93,Slippers,Shoes,1010016,Solid,51,Light Pink,7,Medium,4,Pink,6561,Baby Shoes,G,Baby Sizes 50-98,4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Warm-lined boots in imitation suede with a foldover top edge and a concealed hook and loop fastening at the back of the heel. Faux fur linings and insoles and soft rubber soles with anti-slip protectors.
0624672002,624672,Hector sweater (1),252,Sweater,Garment Upper body,1010016,Solid,33,Dark Orange,4,Dark,3,Orange,6546,Baby Boy Knitwear,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1003,Knitwear,"Purl-knit jumper in soft cotton with buttons on one shoulder, short slits in the sides and ribbing around the neckline, cuffs and hem."
0624730004,624730,TD Broady,259,Shirt,Garment Upper body,1010017,Stripe,72,Blue,3,Light,2,Blue,5731,Shirt,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in a striped premium cotton weave with a turn-down collar, French front, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
0624901013,624901,STEVE JERSEY SHORT PRINT,296,Pyjama bottom,Nightwear,1010001,All over pattern,51,Light Pink,3,Light,4,Pink,9989,Loungewear,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Pyjama shorts in soft patterned jersey with an elasticated drawstring waist,a fake fly and side pockets."
0624940002,624940,ES Cleo sleeveless,259,Shirt,Garment Upper body,1010004,Check,72,Blue,5,Bright,2,Blue,8713,Young Girl Dresses,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1014,Dresses/Skirts girls,"Sleeveless shirt dress in a soft, patterned cotton weave with a collar, button placket, chest pocket with a button and side pockets. Detachable belt in braided imitation suede and a rounded hem. Slightly longer at the back. Unlined."
0624967002,624967,W Raspberry EQ,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Calf-length trousers in woven fabric with side pockets, fake back pockets and a concealed zip in the side. Wide, straight legs with a seam at the hem and a slit and lacing at the sides."
0625027003,625027,SB Henry water resi ski jkt TP,262,Jacket,Garment Upper body,1010010,Melange,73,Dark Blue,4,Dark,2,Blue,7852,Kids Boy Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Padded jacket in windproof, water-repellent functional fabric with folded seams and reflective details. Detachable, lined hood, stand-up collar and a zip down the front with a chin guard. Wind flap with a hook and loop fastening and zipped front pockets. Inner ribbing and a tab with an adjustable hook and loop fastening at the cuffs. Rounded and slightly longer at the back. Fleece lining. The jacket has a water-repellent coating without fluorocarbons."
0625043002,625043,SB Chris puff jkt,262,Jacket,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,7852,Kids Boy Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Padded jacket with a detachable, lined hood with a faux fur trim, zip down the front, zipped side pockets and ribbing at the cuffs and hem. Lined."
0625114010,625114,SB Cliff vest TP,262,Jacket,Garment Upper body,1010016,Solid,42,Red,5,Bright,18,Red,7852,Kids Boy Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Padded gilet with a detachable, lined hood, zip down the front with a chin guard, and welt side pockets. Lined."
0625117010,625117,SB Morris parka TP,262,Jacket,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,7852,Kids Boy Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Shorter, padded parka in woven fabric with a slight sheen. Detachable, pile-lined hood with a faux fur trim, ribbed stand-up collar and a zip and wind flap with press-studs down the front. Handwarmer pockets, two flap front pockets with a press-stud, and inner ribbing at the cuffs. Lined."
0625149001,625149,STRAW HAT,76,Hat/brim,Accessories,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,4222,Young Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Paper straw hat with a grosgrain band. Width of brim 4 cm.
0625174001,625174,Dresscode,267,Jumpsuit/Playsuit,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Halterneck jumpsuit in a crêpe weave. Lace back with an open section, a hook-and-eye fastening at the back of the neck and a concealed zip in the side. Pleats at the front, a seam at the waist with a wide band, and wide legs. Unlined."
0625176003,625176,SB Ant waterproof pant(1),276,Outdoor trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,7852,Kids Boy Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Shell trousers in wind- and waterproof, breathable functional fabric with closed seams. Adjustable elasticated waist, a reflective strip on one leg and a reinforced elastic strap under the feet. Lined. The trousers have a water-repellent coating without fluorocarbons."
0625216022,625216,TINA 7PACK brief,286,Underwear bottom,Underwear,1010001,All over pattern,8,Dark Grey,4,Dark,12,Grey,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Briefs in printed cotton jersey with a lined gusset.
0625321005,625321,SPEEDY tee conscious,255,T-shirt,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Fitted sports top in fast-drying functional fabric with short raglan sleeves. The polyester content of the top is partly recycled.
0625482005,625482,J Ravioli,265,Dress,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"A-line dress in soft jersey with narrow, adjustable shoulder straps and elastication at the top. Unlined."
0625483004,625483,J Persilja,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, sleeveless A-line dress in jersey."
0625506003,625506,MIA FANCY,272,Trousers,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
0625506029,625506,MIA FANCY,272,Trousers,Garment Lower body,1010005,Colour blocking,9,Black,4,Dark,5,Black,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
0625653023,625653,MOLLY FANCY,308,Hoodie,Garment Upper body,1010001,All over pattern,6,Light Grey,1,Dusty Light,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Jacket in sweatshirt fabric with a hood, zip down the front, front pockets and ribbing at the cuffs and hem. Soft brushed inside."
0625653025,625653,MOLLY FANCY,308,Hoodie,Garment Upper body,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Jacket in sweatshirt fabric with a hood, zip down the front, front pockets and ribbing at the cuffs and hem. Soft brushed inside."
0625678001,625678,Skinny pinotage trash,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,7956,Kids Boy Denim,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1016,Trousers Denim,"5-pocket slim-fit jeans in washed stretch denim with hard-worn details that are patched inside, an adjustable elasticated waist, zip fly and narrow hems."
0625691002,625691,ES Sigrid peplum top,254,Top,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,Short-sleeved top in cotton jersey with a seam and gathered flounce at the hem.
0625703003,625703,BOW TIE,78,Other accessories,Accessories,1010006,Dot,73,Dark Blue,4,Dark,2,Blue,4212,Kids Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Pre-tied bow tie in woven fabric with an adjustable strap and fastening at the back. Width 10 cm.
0625705003,625705,Mango jacket,308,Hoodie,Garment Upper body,1010001,All over pattern,92,Green,2,Medium Dusty,20,Khaki green,6550,Baby Girl Outdoor,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1007,Outdoor,"Lightly padded jacket in wind- and water-repellent functional fabric with a detachable, fleece-lined hood with a faux fur trim. Diagonal zip down the front and ribbing around the neckline and cuffs. Fleece lining. The jacket has a water-repellent coating without fluorocarbons."
0625787001,625787,Falun soft shirt,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Short-sleeved shirt in a cotton weave with a small collar, cap sleeves, yoke at the back and rounded hem."
0625876017,625876,LINNÉA L/S DRESS,265,Dress,Garment Full body,1010001,All over pattern,43,Dark Red,7,Medium,18,Red,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved dress in soft, patterned cotton jersey with a gathered seam at the waist and gently flared skirt. Unlined."
0625884001,625884,Roxy pile Hightop BG,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,4321,Young Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Imitation leather trainers with decorative metal studs, a padded top edge and a loop at the back. Fleece linings and insoles and rubber soles."
0625917002,625917,BB Nadal jkt,262,Jacket,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,8852,Young Boy Outdoor,I,Children Sizes 134-170,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Padded bomber jacket in woven fabric with a detachable pile-lined hood with a faux fur trim. Stand-up collar and zip with a wind flap and concealed press-studs down the front. Flap side pockets with a hook and loop fastening, a small zipped chest pocket and ribbing at the cuffs and hem. Lined."
0625939007,625939,Cat Tee,255,T-shirt,Garment Upper body,1010016,Solid,21,Light Yellow,5,Bright,8,Yellow,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,T-shirt in soft jersey made from a viscose blend.
0625950001,625950,SB Lucas Windbreaker,262,Jacket,Garment Upper body,1010005,Colour blocking,73,Dark Blue,4,Dark,2,Blue,7852,Kids Boy Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Outdoor jacket in woven fabric with a detachable hood, zip down the front, zipped side pockets and ribbing at the cuffs and hem. Unlined."
0626128001,626128,Lexie Shirt PLUS SIZE,259,Shirt,Garment Upper body,1010004,Check,52,Pink,1,Dusty Light,4,Pink,8713,Young Girl Dresses,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1014,Dresses/Skirts girls,"Cotton flannel shirt with a collar, buttons down the front, chest pocket and yoke with a pleat at the back. Long sleeves with buttoned cuffs, and a rounded hem."
